course_id,course_name,credits,hours,course_type,department,teachers,TAs
GE101,艺术欣赏,2.0,32,通识选修,人文学院,,王文、杨琳、王文、杨琳、李超、王文、王文、李超、王文、李超、李超、王文、李超、杨琳、李超、王文、王文、杨琳、李超、杨琳、杨琳、王文、王文、李超、李超、王文、李超、王文、王文、李超、李超、杨琳、李超、杨琳、王文、李超、王文、李超、王文、杨琳、杨琳、李超、李超、王文、李超、王文、李超、王文、李超、杨琳、王文、李超、杨琳、王文、李超、杨琳
GE102,影视鉴赏,2.0,32,通识选修,人文学院,,杨琳、王文、李超、杨琳、王文、李超、杨琳、李超、王文、李超、杨琳、李超、李超、王文、王文、杨琳、李超、杨琳、李超、王文、杨琳、王文、王文、杨琳、杨琳、王文、王文、杨琳、王文、杨琳、李超、王文、李超、王文、杨琳、李超、杨琳、李超、杨琳、王文、杨琳、李超、李超、杨琳、李超、杨琳、杨琳、李超、王文、杨琳、王文、杨琳、杨琳、王文、李超、杨琳
GE103,音乐鉴赏,2.0,32,通识选修,人文学院,,李超、杨琳、杨琳、李超、王文、李超、杨琳、王文、李超、杨琳、杨琳、李超、杨琳、李超、杨琳、王文、杨琳、李超、李超、王文、王文、杨琳、杨琳、王文、王文、李超、杨琳、王文、杨琳、王文、王文、杨琳、李超、杨琳、杨琳、李超、杨琳、王文、王文、李超、王文、李超、王文、杨琳、王文、杨琳、王文、李超、王文、杨琳、李超、杨琳、杨琳、王文、杨琳、王文
GE104,书法艺术,2.0,32,通识选修,人文学院,,李超、杨琳、王文、杨琳、李超、杨琳、杨琳、王文、李超、王文、李超、杨琳、李超、王文、杨琳、王文、王文、杨琳、王文、杨琳、杨琳、李超、李超、杨琳、李超、王文、王文、杨琳、李超、王文、杨琳、李超、李超、杨琳、杨琳、王文、杨琳、王文、王文、杨琳、杨琳、李超、王文、杨琳、王文、杨琳、杨琳、李超、杨琳、李超、李超、王文、李超、王文、李超、杨琳
GE105,中国传统文化,2.0,32,通识选修,人文学院,,李超、王文、李超、王文、李超、杨琳、王文、李超、李超、杨琳、李超、王文、杨琳、王文、李超、杨琳、杨琳、李超、杨琳、李超、李超、杨琳、王文、李超、王文、李超、王文、李超、杨琳、李超、杨琳、李超、王文、李超、李超、杨琳、李超、杨琳、杨琳、李超、王文、杨琳、李超、王文、王文、李超、王文、杨琳、王文、李超、杨琳、王文、杨琳、王文、杨琳、李超
GE106,西方文化概论,2.0,32,通识选修,人文学院,,杨琳、王文、杨琳、王文、王文、杨琳、王文、杨琳、李超、杨琳、王文、李超、李超、杨琳、杨琳、王文、杨琳、王文、李超、杨琳、杨琳、王文、杨琳、王文、李超、杨琳、王文、李超、李超、杨琳、王文、杨琳、杨琳、李超、杨琳、李超、王文、杨琳、李超、杨琳、王文、李超、杨琳、王文、李超、杨琳、李超、杨琳、李超、杨琳、王文、李超、杨琳、李超、杨琳、李超
GE107,经济学原理,2.0,32,通识选修,人文学院,,王文、杨琳、李超、王文、王文、杨琳、杨琳、李超、王文、杨琳、王文、杨琳、杨琳、王文、李超、王文、杨琳、王文、杨琳、李超、李超、王文、杨琳、王文、王文、杨琳、杨琳、李超、王文、李超、王文、杨琳、王文、李超、李超、杨琳、杨琳、李超、王文、杨琳、王文、李超、王文、杨琳、王文、李超、王文、李超、王文、李超、王文、李超、王文、李超、李超、王文
GE108,心理学导论,2.0,32,通识选修,人文学院,,李超、王文、杨琳、李超、李超、王文、李超、王文、杨琳、李超、杨琳、王文、李超、王文、李超、杨琳、王文、杨琳、李超、杨琳、杨琳、李超、李超、王文、王文、杨琳、杨琳、李超、杨琳、李超、杨琳、王文、李超、杨琳、杨琳、王文、杨琳、王文、王文、李超、王文、李超、李超、杨琳、李超、杨琳、王文、杨琳、李超、杨琳、王文、杨琳、王文、杨琳、李超、王文
GE109,法律基础与法治思维,2.0,32,通识选修,人文学院,,杨琳、李超、王文、李超、李超、王文、李超、王文、李超、王文、杨琳、王文、杨琳、李超、杨琳、王文、杨琳、李超、王文、李超、杨琳、王文、王文、李超、杨琳、李超、杨琳、李超、杨琳、李超、杨琳、李超、王文、杨琳、杨琳、李超、杨琳、王文、李超、杨琳、杨琳、李超、杨琳、王文、王文、李超、王文、杨琳、王文、李超、王文、李超、杨琳、王文、李超、杨琳
GE110,管理学基础,2.0,32,通识选修,人文学院,,王文、杨琳、李超、王文、王文、杨琳、李超、王文、王文、李超、王文、杨琳、李超、杨琳、杨琳、李超、王文、杨琳、杨琳、王文、杨琳、李超、王文、杨琳、杨琳、李超、王文、李超、杨琳、李超、杨琳、李超、王文、杨琳、李超、王文、杨琳、王文、李超、王文、杨琳、李超、杨琳、李超、王文、杨琳、王文、李超、王文、杨琳、李超、杨琳、杨琳、王文、杨琳、李超
GE111,社会心理学,2.0,32,通识选修,人文学院,,王文、李超、王文、李超、杨琳、李超、杨琳、王文、王文、李超、王文、李超、杨琳、李超、杨琳、王文、王文、杨琳、王文、杨琳、王文、杨琳、李超、王文、李超、王文、杨琳、王文、杨琳、李超、王文、杨琳、王文、杨琳、杨琳、李超、杨琳、王文、李超、杨琳、杨琳、李超、李超、杨琳、杨琳、李超、王文、李超、李超、杨琳、杨琳、李超、李超、杨琳、王文、杨琳
GE112,逻辑思维训练,2.0,32,通识选修,人文学院,,王文、杨琳、王文、李超、王文、李超、杨琳、王文、李超、杨琳、李超、王文、杨琳、李超、李超、王文、王文、杨琳、王文、李超、王文、李超、杨琳、李超、李超、王文、王文、杨琳、王文、李超、王文、杨琳、杨琳、王文、杨琳、王文、王文、杨琳、王文、李超、李超、杨琳、杨琳、王文、王文、李超、杨琳、王文、杨琳、李超、李超、王文、李超、王文、杨琳、王文
GE113,批判性思维,2.0,32,通识选修,人文学院,,李超、杨琳、李超、王文、杨琳、王文、王文、李超、杨琳、李超、杨琳、李超、李超、王文、李超、王文、李超、杨琳、李超、王文、王文、李超、李超、杨琳、杨琳、王文、杨琳、王文、王文、杨琳、杨琳、李超、王文、李超、王文、杨琳、李超、王文、李超、杨琳、王文、杨琳、李超、王文、王文、李超、李超、王文、杨琳、王文、李超、杨琳、王文、李超、王文、李超
GE114,哲学与人生,2.0,32,通识选修,人文学院,,王文、杨琳、王文、李超、李超、杨琳、王文、李超、杨琳、王文、杨琳、王文、王文、杨琳、李超、杨琳、王文、杨琳、杨琳、李超、李超、杨琳、王文、李超、李超、杨琳、王文、杨琳、王文、李超、王文、杨琳、杨琳、李超、李超、杨琳、杨琳、李超、李超、王文、李超、王文、李超、王文、李超、王文、王文、李超、王文、李超、杨琳、李超、李超、王文、李超、王文
GE115,公共演讲与表达,2.0,32,通识选修,人文学院,,李超、杨琳、李超、王文、杨琳、王文、杨琳、李超、王文、杨琳、王文、杨琳、杨琳、李超、王文、杨琳、杨琳、王文、杨琳、王文、王文、李超、李超、王文、李超、王文、王文、杨琳、杨琳、李超、杨琳、李超、杨琳、王文、王文、李超、王文、李超、王文、杨琳、杨琳、王文、李超、杨琳、杨琳、王文、王文、李超、王文、李超、杨琳、王文、王文、李超、王文、杨琳
GE116,创新创业基础,2.0,32,通识选修,人文学院,,杨琳、王文、李超、杨琳、王文、李超、李超、杨琳、王文、李超、李超、杨琳、王文、李超、杨琳、李超、杨琳、王文、李超、杨琳、李超、王文、王文、李超、李超、杨琳、王文、杨琳、李超、杨琳、王文、李超、杨琳、李超、杨琳、李超、王文、李超、王文、李超、杨琳、李超、李超、王文、王文、杨琳、李超、杨琳、杨琳、王文、杨琳、王文、李超、杨琳、杨琳、李超
GE117,职业生涯规划,1.0,16,通识选修,人文学院,,李超、杨琳、杨琳、李超、王文、李超、李超、王文、王文、李超、李超、王文、李超、王文、杨琳、王文、李超、杨琳、王文、杨琳、李超、王文、杨琳、李超、王文、杨琳、李超、杨琳、杨琳、王文、王文、杨琳、李超、杨琳、李超、王文、王文、李超、李超、杨琳、杨琳、李超、杨琳、李超、王文、李超、李超、杨琳、杨琳、王文、王文、李超、李超、杨琳、杨琳、王文
GE118,项目管理基础,2.0,32,通识选修,人文学院,,王文、李超、杨琳、王文、李超、杨琳、王文、杨琳、杨琳、王文、李超、王文、王文、杨琳、李超、王文、李超、王文、李超、杨琳、杨琳、王文、王文、李超、杨琳、王文、杨琳、王文、杨琳、李超、杨琳、王文、王文、李超、王文、杨琳、杨琳、李超、杨琳、李超、杨琳、李超、王文、李超、杨琳、李超、杨琳、李超、王文、李超、王文、杨琳、李超、杨琳、杨琳、李超
GE119,人工智能与社会,2.0,32,通识选修,人文学院,,王文、李超、杨琳、李超、杨琳、李超、李超、王文、杨琳、李超、杨琳、李超、杨琳、王文、杨琳、李超、王文、杨琳、李超、王文、杨琳、李超、王文、李超、王文、杨琳、王文、杨琳、李超、王文、李超、王文、李超、王文、杨琳、李超、李超、王文、王文、李超、李超、杨琳、李超、王文、王文、李超、杨琳、李超、王文、李超、王文、李超、王文、李超、李超、杨琳
GE120,数据可视化,2.0,32,通识选修,人文学院,,杨琳、李超、王文、李超、李超、王文、杨琳、王文、杨琳、王文、杨琳、王文、李超、杨琳、李超、杨琳、杨琳、王文、王文、李超、杨琳、李超、杨琳、王文、王文、李超、杨琳、李超、王文、李超、王文、李超、李超、杨琳、杨琳、王文、王文、杨琳、杨琳、李超、李超、王文、杨琳、李超、李超、杨琳、杨琳、李超、王文、杨琳、杨琳、李超、王文、李超、李超、杨琳
GE121,科技写作,3.0,48,通识选修,人文学院,,王文、杨琳、王文、李超、李超、王文、李超、杨琳、王文、杨琳、王文、杨琳、李超、王文、王文、杨琳、王文、李超、杨琳、李超、王文、李超、杨琳、李超、杨琳、李超、王文、李超、李超、王文、王文、李超、杨琳、王文、杨琳、王文、李超、王文、王文、杨琳、王文、李超、李超、杨琳、李超、王文、李超、杨琳、王文、李超、杨琳、李超、李超、杨琳、王文、李超
GE122,跨文化交际,2.0,32,通识选修,人文学院,,王文、李超、王文、杨琳、王文、杨琳、王文、杨琳、王文、杨琳、王文、杨琳、王文、李超、王文、杨琳、杨琳、王文、李超、王文、杨琳、王文、王文、杨琳、李超、杨琳、王文、李超、杨琳、李超、杨琳、王文、杨琳、王文、李超、王文、王文、杨琳、李超、杨琳、王文、杨琳、王文、杨琳、李超、杨琳、王文、杨琳、李超、杨琳、李超、杨琳、李超、杨琳、王文、李超
GE123,世界文明史,2.0,32,通识选修,人文学院,,李超、王文、杨琳、李超、李超、杨琳、李超、杨琳、杨琳、王文、王文、李超、王文、杨琳、杨琳、王文、杨琳、李超、杨琳、王文、李超、王文、李超、杨琳、杨琳、李超、杨琳、李超、王文、李超、李超、王文、李超、杨琳、李超、王文、李超、杨琳、王文、李超、李超、杨琳、王文、杨琳、王文、杨琳、李超、杨琳、李超、王文、杨琳、王文、李超、杨琳、李超、王文
GE124,环境与可持续发展,2.0,32,通识选修,人文学院,,李超、杨琳、李超、王文、李超、王文、王文、杨琳、王文、杨琳、杨琳、李超、王文、李超、杨琳、李超、李超、杨琳、杨琳、王文、王文、李超、王文、杨琳、李超、王文、李超、王文、李超、王文、李超、杨琳、杨琳、王文、王文、杨琳、王文、杨琳、杨琳、王文、李超、杨琳、王文、杨琳、王文、李超、王文、李超、王文、杨琳、杨琳、李超、李超、王文、杨琳、王文
GE125,城市与社会发展,2.0,32,通识选修,人文学院,,王文、李超、李超、王文、李超、王文、杨琳、李超、王文、李超、李超、王文、杨琳、王文、王文、杨琳、李超、王文、李超、杨琳、杨琳、王文、王文、杨琳、王文、杨琳、王文、杨琳、王文、李超、王文、杨琳、杨琳、王文、王文、李超、杨琳、李超、杨琳、李超、李超、杨琳、李超、杨琳、杨琳、王文、王文、杨琳、杨琳、王文、王文、李超、李超、王文、王文、杨琳
HX101,中国近现代史纲要,2.0,32,公共必修,马克思主义学院,,崔娜、曲超、曲超、刘波、崔娜、曲超、崔娜、刘波、曲超、崔娜、宋峰、曲超、刘波、曲超、曲超、刘波、刘波、崔娜、崔娜、曲超、曲超、刘波、崔娜、宋峰、刘波、曲超、宋峰、曲超、宋峰、崔娜、崔娜、刘波、刘波、崔娜、宋峰、刘波、崔娜、刘波、宋峰、刘波、曲超、崔娜、曲超、宋峰、崔娜、宋峰、崔娜、刘波、宋峰、曲超、曲超、宋峰、宋峰、曲超、崔娜、刘波、刘波、崔娜、刘波、曲超、刘波、崔娜、刘波、宋峰、刘波、曲超、刘波、曲超、刘波、宋峰、宋峰、曲超、刘波、崔娜、崔娜、刘波、刘波、宋峰、宋峰、刘波、刘波、曲超、崔娜、刘波、曲超、刘波、崔娜、曲超、宋峰、曲超、宋峰、刘波、曲超、崔娜、曲超、刘波、曲超、刘波、宋峰、曲超、刘波、宋峰、刘波、曲超、崔娜、宋峰、崔娜、曲超、崔娜、曲超、曲超、刘波
IC201,学术英语写作,2.0,32,学科基础,国际学院,,冯小红、王秀梅、张婷婷、卢秀梅、方梅、方帅、文淑英、方帅、张婷婷、王秀梅、文淑英、梁桂芝、王静、冯小红、梁桂芝、方帅、方帅、郭倩、王秀梅、冯小红、王静、冯小红、卢秀梅、王静、阎倩、方梅、阎倩、王秀梅、王静、郭倩、方帅、方梅、王静、梁桂芝、阎倩、方帅、阎倩、方帅、文淑英、王秀梅、方梅、郭倩、梁桂芝、阎倩、方帅、郭倩、梁桂芝、方梅、郭倩、张婷婷、方梅、卢秀梅、王静、冯小红、梁桂芝、卢秀梅、王静、郭倩、方帅、张婷婷、文淑英、阎倩、冯小红、卢秀梅、方帅、王静、方梅、郭倩、文淑英、王静、王秀梅、王静、王静、文淑英、王静、郭倩、冯小红、方梅、文淑英、梁桂芝、冯小红、方梅、卢秀梅、王秀梅、冯小红、王秀梅、郭倩、文淑英
IC202,产品开发与项目管理,2.0,32,学科基础,国际学院,,阎倩、冯小红、方梅、方帅、方梅、郭倩、阎倩、文淑英、郭倩、阎倩、阎倩、张婷婷、方梅、梁桂芝、王静、梁桂芝、卢秀梅、冯小红、方帅、张婷婷、王静、文淑英、王静、文淑英、卢秀梅、张婷婷、王秀梅、文淑英、方帅、冯小红、阎倩、王秀梅、张婷婷、方梅、文淑英、方梅、梁桂芝、张婷婷、方梅、梁桂芝、梁桂芝、郭倩、王秀梅、文淑英、王静、方梅、王秀梅、王静、梁桂芝、阎倩、文淑英、方帅、张婷婷、方帅、王秀梅、文淑英、方梅、阎倩、方帅、阎倩、文淑英、卢秀梅、郭倩、王静、郭倩、冯小红、梁桂芝、方帅、冯小红、方帅、张婷婷、阎倩
IC301,人工智能法律,2.0,32,专业选修,国际学院,,王秀梅、冯小红、方帅、梁桂芝、梁桂芝、王静、阎倩、卢秀梅、方帅、冯小红、郭倩、阎倩、王静、阎倩、方帅、方梅
MA101,高等数学A(上),2.0,32,公共必修,理学院,,徐宁、余磊、吴博、徐宁、余磊、吴博、徐宁、余磊、杨雪、徐宁、杨雪、徐宁、杨雪、余磊、余磊、徐宁、余磊、吴博、吴博、杨雪、徐宁、吴博、余磊、吴博、杨雪、徐宁、杨雪、吴博、杨雪、余磊、杨雪、吴博、杨雪、吴博、杨雪、余磊、吴博、余磊、吴博、杨雪、余磊、杨雪、徐宁、吴博、吴博、杨雪、吴博、余磊、杨雪、余磊、吴博、余磊、余磊、杨雪、余磊、吴博、吴博、杨雪、杨雪、余磊、吴博、徐宁、吴博、徐宁、吴博、余磊、徐宁、余磊、余磊、吴博、杨雪、余磊、徐宁、吴博、徐宁、杨雪、杨雪、吴博、余磊、吴博、余磊、吴博、徐宁、吴博、余磊、杨雪、徐宁、吴博、徐宁、杨雪、杨雪、徐宁、余磊、吴博、徐宁、余磊、吴博、徐宁、吴博、余磊、徐宁、杨雪、杨雪、吴博、余磊、杨雪、徐宁、杨雪、余磊、杨雪、余磊、杨雪
MA102,高等数学A(下),2.0,32,公共必修,理学院,,徐宁、余磊、徐宁、余磊、吴博、徐宁、吴博、徐宁、杨雪、余磊、杨雪、余磊、杨雪、余磊、徐宁、杨雪、吴博、徐宁、余磊、徐宁、杨雪、徐宁、徐宁、吴博、吴博、杨雪、吴博、杨雪、吴博、杨雪、杨雪、吴博、杨雪、余磊、余磊、徐宁、吴博、徐宁、余磊、杨雪、余磊、杨雪、吴博、余磊、杨雪、徐宁、余磊、杨雪、杨雪、余磊、徐宁、吴博、杨雪、余磊、杨雪、余磊、徐宁、杨雪、吴博、杨雪、吴博、徐宁、余磊、徐宁、杨雪、徐宁、吴博、徐宁、余磊、徐宁、余磊、杨雪、余磊、吴博、吴博、杨雪、杨雪、徐宁、吴博、杨雪、徐宁、杨雪、吴博、杨雪、徐宁、吴博、吴博、余磊、吴博、余磊、杨雪、吴博、余磊、杨雪、吴博、余磊
MA201,线性代数,2.0,32,公共必修,理学院,,吴博、徐宁、杨雪、徐宁、徐宁、吴博、吴博、杨雪、杨雪、吴博、吴博、余磊、吴博、徐宁、余磊、吴博、杨雪、余磊、吴博、余磊、余磊、杨雪、徐宁、吴博、吴博、余磊、余磊、吴博、吴博、杨雪、杨雪、徐宁、杨雪、余磊、余磊、徐宁、杨雪、徐宁、徐宁、吴博、吴博、余磊、徐宁、余磊、余磊、吴博、徐宁、杨雪、徐宁、余磊、余磊、吴博、吴博、杨雪、杨雪、徐宁、杨雪、徐宁、余磊、徐宁、余磊、吴博、余磊、徐宁、吴博、杨雪、吴博、杨雪、杨雪、徐宁、徐宁、吴博、徐宁、余磊、徐宁、杨雪、杨雪、余磊、杨雪、徐宁、杨雪、徐宁、徐宁、杨雪、余磊、吴博、吴博、杨雪、余磊、杨雪、余磊、吴博、杨雪、徐宁、吴博、余磊、余磊、杨雪、杨雪、徐宁、杨雪、余磊、余磊、吴博、余磊、杨雪、吴博、杨雪、徐宁、余磊、吴博、杨雪
MA202,概率论与数理统计,2.0,32,公共必修,理学院,,吴博、徐宁、余磊、吴博、杨雪、吴博、余磊、杨雪、余磊、徐宁、余磊、杨雪、杨雪、徐宁、余磊、吴博、徐宁、余磊、吴博、余磊、杨雪、余磊、吴博、余磊、杨雪、徐宁、徐宁、吴博、杨雪、余磊、杨雪、吴博、余磊、杨雪、杨雪、余磊、杨雪、余磊、杨雪、余磊、余磊、杨雪、余磊、徐宁、杨雪、徐宁、吴博、余磊、徐宁、吴博、吴博、徐宁、余磊、徐宁、杨雪、余磊、徐宁、吴博、杨雪、余磊、吴博、徐宁、余磊、徐宁、徐宁、吴博、吴博、杨雪、吴博、徐宁、余磊、吴博、余磊、徐宁、吴博、杨雪、吴博、徐宁、余磊、吴博、吴博、杨雪、余磊、徐宁、吴博、杨雪、余磊、杨雪、杨雪、余磊、杨雪、吴博、杨雪、吴博、余磊、徐宁
ML101,军事理论,2.0,32,公共必修,军训教研部,,
MP201,管理学原理,2.0,32,学科基础,现代邮政学院,,苏杨、石鹏、苏杨、沈瑞、苏杨、石鹏、石旭、苏杨、沈瑞、苏杨、石旭、苏杨、石旭、沈瑞、石旭、苏杨、石鹏、石旭、苏杨、沈瑞、苏杨、何兵、何兵、石旭、苏杨、石旭、何兵、石旭、苏杨、何兵、石旭、沈瑞、何兵、沈瑞、石旭、苏杨、石旭、石鹏、石鹏、石旭、苏杨、石鹏、苏杨、沈瑞、石旭、何兵、石鹏、苏杨、石鹏、苏杨、何兵、沈瑞、何兵、石旭、石鹏、沈瑞、苏杨、沈瑞、石鹏、何兵、苏杨、石鹏、何兵、石鹏、何兵、沈瑞、苏杨、石旭、石鹏、苏杨、石鹏、石旭、石旭、石鹏、沈瑞、苏杨、石旭、何兵、石旭、何兵、沈瑞、石旭、石鹏、苏杨、沈瑞、苏杨、沈瑞、何兵
MP202,运筹学基础,2.0,32,学科基础,现代邮政学院,,何兵、苏杨、沈瑞、石旭、何兵、沈瑞、石旭、何兵、沈瑞、苏杨、石鹏、沈瑞、石鹏、苏杨、石鹏、石旭、石鹏、何兵、何兵、石旭、苏杨、石旭、石旭、苏杨、苏杨、沈瑞、苏杨、石旭、何兵、苏杨、石鹏、沈瑞、苏杨、何兵、苏杨、石旭、石鹏、何兵、石鹏、沈瑞、石旭、石鹏、石鹏、苏杨、沈瑞、苏杨、沈瑞、苏杨、何兵、沈瑞、沈瑞、何兵、何兵、沈瑞、沈瑞、苏杨、何兵、沈瑞、石鹏、沈瑞、何兵、石旭、石旭、石鹏、沈瑞、苏杨、石鹏、苏杨、沈瑞、何兵、石旭、何兵
MP301,现代物流学,2.0,32,专业必修,现代邮政学院,,苏杨、沈瑞、石鹏、沈瑞、苏杨、石旭、石旭、沈瑞、苏杨、沈瑞、石鹏、沈瑞、石鹏、何兵、何兵、石鹏、何兵、苏杨、石鹏、何兵、石旭、苏杨、沈瑞、石旭、石鹏、石旭、沈瑞、何兵、沈瑞、何兵、沈瑞、苏杨、石旭、石鹏、何兵、石鹏、石旭、何兵、石鹏、石旭
MP302,供应链管理,2.0,32,专业必修,现代邮政学院,,何兵、石鹏、石鹏、苏杨、石鹏、何兵、石鹏、苏杨、石鹏、沈瑞、何兵、苏杨、何兵、苏杨、何兵、苏杨、沈瑞、石旭、苏杨、何兵、苏杨、石鹏、石鹏、沈瑞、苏杨、石旭、沈瑞、石旭、石旭、沈瑞、苏杨、石鹏
MP303,电子商务概论,2.0,32,专业选修,现代邮政学院,,苏杨、石鹏、沈瑞、石旭、石鹏、何兵、石鹏、苏杨、石旭、沈瑞、何兵、石旭、何兵、石鹏、石旭、苏杨
MP401,快递服务管理,2.0,32,专业选修,现代邮政学院,,何兵、苏杨、苏杨、沈瑞、苏杨、何兵、石鹏、石旭、苏杨、沈瑞、何兵、石旭、沈瑞、何兵、沈瑞、苏杨
MP402,物流系统规划与设计,2.0,32,专业选修,现代邮政学院,,何兵、苏杨、苏杨、石鹏、沈瑞、石旭、苏杨、石鹏、沈瑞、石鹏、苏杨、沈瑞、苏杨、沈瑞、石旭、石鹏
PE101,大学体育1,2.0,32,公共必修,体育部,,陈丹丹、郝秀芳、郝秀芳、孟燕、郝秀芳、沈磊、郝秀芳、孟燕、孟燕、沈磊、郝秀芳、陈丹丹、郝秀芳、陈丹丹、郝秀芳、沈磊、沈磊、陈丹丹、沈磊、孟燕、陈丹丹、沈磊、沈磊、孟燕、孟燕、沈磊、孟燕、陈丹丹、沈磊、陈丹丹、陈丹丹、郝秀芳、郝秀芳、孟燕、沈磊、陈丹丹、陈丹丹、孟燕、陈丹丹、郝秀芳、沈磊、陈丹丹、沈磊、陈丹丹、郝秀芳、孟燕、孟燕、陈丹丹、郝秀芳、孟燕、孟燕、郝秀芳、郝秀芳、孟燕、孟燕、郝秀芳、孟燕、沈磊、郝秀芳、孟燕、孟燕、郝秀芳、陈丹丹、沈磊、沈磊、郝秀芳、郝秀芳、孟燕、孟燕、沈磊、孟燕、沈磊、孟燕、郝秀芳、郝秀芳、沈磊、沈磊、陈丹丹、郝秀芳、沈磊、郝秀芳、孟燕、孟燕、郝秀芳、陈丹丹、郝秀芳、陈丹丹、沈磊、郝秀芳、孟燕、孟燕、沈磊、郝秀芳、孟燕、沈磊、郝秀芳、沈磊、孟燕、陈丹丹、郝秀芳、孟燕、沈磊、沈磊、郝秀芳、陈丹丹、孟燕、孟燕、沈磊、郝秀芳、孟燕、沈磊、孟燕
PE102,大学体育2,2.0,32,公共必修,体育部,,孟燕、沈磊、沈磊、孟燕、孟燕、陈丹丹、沈磊、孟燕、沈磊、郝秀芳、沈磊、郝秀芳、孟燕、陈丹丹、郝秀芳、沈磊、陈丹丹、沈磊、孟燕、郝秀芳、沈磊、陈丹丹、沈磊、郝秀芳、郝秀芳、孟燕、沈磊、郝秀芳、陈丹丹、郝秀芳、陈丹丹、郝秀芳、郝秀芳、孟燕、孟燕、沈磊、郝秀芳、沈磊、陈丹丹、孟燕、沈磊、陈丹丹、孟燕、陈丹丹、沈磊、郝秀芳、陈丹丹、沈磊、沈磊、陈丹丹、沈磊、孟燕、郝秀芳、沈磊、沈磊、郝秀芳、陈丹丹、沈磊、郝秀芳、陈丹丹、沈磊、陈丹丹、陈丹丹、沈磊、郝秀芳、孟燕、陈丹丹、沈磊、孟燕、郝秀芳、陈丹丹、孟燕、陈丹丹、沈磊、陈丹丹、沈磊、郝秀芳、沈磊、沈磊、郝秀芳、郝秀芳、陈丹丹、沈磊、孟燕、陈丹丹、郝秀芳、沈磊、孟燕、郝秀芳、孟燕、孟燕、陈丹丹、孟燕、郝秀芳、陈丹丹、郝秀芳
PE103,大学体育3,2.0,32,公共必修,体育部,,沈磊、陈丹丹、孟燕、沈磊、陈丹丹、沈磊、陈丹丹、郝秀芳、沈磊、陈丹丹、沈磊、郝秀芳、郝秀芳、孟燕、陈丹丹、郝秀芳、孟燕、郝秀芳、郝秀芳、陈丹丹、沈磊、陈丹丹、沈磊、郝秀芳、孟燕、陈丹丹、陈丹丹、沈磊、沈磊、孟燕、陈丹丹、孟燕、孟燕、陈丹丹、孟燕、郝秀芳、沈磊、郝秀芳、孟燕、郝秀芳、孟燕、郝秀芳、沈磊、孟燕、郝秀芳、陈丹丹、陈丹丹、孟燕、郝秀芳、沈磊、陈丹丹、孟燕、陈丹丹、沈磊、郝秀芳、陈丹丹、郝秀芳、孟燕、沈磊、陈丹丹、郝秀芳、陈丹丹、沈磊、郝秀芳、孟燕、沈磊、孟燕、郝秀芳、沈磊、郝秀芳、孟燕、陈丹丹、郝秀芳、孟燕、孟燕、沈磊、陈丹丹、孟燕、陈丹丹、郝秀芳、孟燕、沈磊、陈丹丹、郝秀芳、陈丹丹、郝秀芳、陈丹丹、孟燕、陈丹丹、郝秀芳、孟燕、陈丹丹、沈磊、郝秀芳、陈丹丹、郝秀芳、陈丹丹、沈磊、孟燕、沈磊、郝秀芳、陈丹丹、陈丹丹、孟燕、郝秀芳、沈磊、沈磊、陈丹丹、陈丹丹、孟燕、沈磊、郝秀芳
PE104,大学体育4,2.0,32,公共必修,体育部,,沈磊、陈丹丹、孟燕、郝秀芳、孟燕、沈磊、沈磊、郝秀芳、陈丹丹、沈磊、孟燕、沈磊、郝秀芳、沈磊、沈磊、孟燕、郝秀芳、孟燕、孟燕、陈丹丹、沈磊、郝秀芳、沈磊、陈丹丹、孟燕、沈磊、沈磊、陈丹丹、陈丹丹、郝秀芳、孟燕、陈丹丹、孟燕、陈丹丹、沈磊、孟燕、沈磊、郝秀芳、陈丹丹、沈磊、沈磊、陈丹丹、孟燕、郝秀芳、孟燕、陈丹丹、沈磊、孟燕、孟燕、郝秀芳、郝秀芳、陈丹丹、陈丹丹、郝秀芳、陈丹丹、孟燕、孟燕、郝秀芳、沈磊、陈丹丹、郝秀芳、沈磊、郝秀芳、陈丹丹、陈丹丹、沈磊、陈丹丹、郝秀芳、郝秀芳、陈丹丹、孟燕、郝秀芳、陈丹丹、郝秀芳、郝秀芳、陈丹丹、郝秀芳、沈磊、孟燕、沈磊、沈磊、陈丹丹、陈丹丹、沈磊、沈磊、孟燕、沈磊、陈丹丹、沈磊、陈丹丹、陈丹丹、郝秀芳、郝秀芳、沈磊、陈丹丹、沈磊
