student_id,name,password,gender,birth_date,major,major_id,college_code,grade,class_name,enrollment_date,status,email,phone,created_at,updated_at
2023022035,刘凤英,$2b$12$0Unxb3KtXItt/fFETEroVuUGTokIEFVto6D6BiXcEiCpgJ8Vdt9ZS,女,2003-07-17,通信工程,5,2021002,2023,2023002004,2023-09-01,active,2023022035@bupt.edu.cn,16618833384,2025-12-09 17:38:45,2025-12-09 17:38:45
2023022038,李帆,$2b$12$Fk3LjVXjk4ftkKqgE0NnI.F1KPfZzeb8c9W3Kb1kJlrXPe3vHVzgK,男,2003-08-25,通信工程,5,2021002,2023,2023002004,2023-09-01,active,2023022038@bupt.edu.cn,15488742118,2025-12-09 17:38:45,2025-12-09 17:38:45
2023022041,李冬梅,$2b$12$kprxR370m2HsTigW.gpR2uNITc0wzJ3WEtZFVh435gRRWRRoxpntW,男,2004-03-04,通信工程,5,2021002,2023,2023002005,2023-09-01,active,2023022041@bupt.edu.cn,19110445502,2025-12-09 17:38:45,2025-12-09 17:38:45
2023022044,刘桂芳,$2b$12$kxsaZ3HFPNvyFCJPNU39huwK.jh7w1LSCy.8JSAH8MQBUahAnrMMa,男,2001-08-14,通信工程,5,2021002,2023,2023002005,2023-09-01,active,2023022044@bupt.edu.cn,15370735729,2025-12-09 17:38:45,2025-12-09 17:38:45
2023022047,姜建华,$2b$12$HfpOHl6VlABfaxMcBXdMdOlHbVhr/rLGeMPkPtUFZN/qBAZCl6CRy,男,2001-10-30,通信工程,5,2021002,2023,2023002005,2023-09-01,active,2023022047@bupt.edu.cn,18019245343,2025-12-09 17:38:45,2025-12-09 17:38:45
2023022050,陈鹏,$2b$12$vlQbz/Y/PeOtpEZ4vQ31Z.XOzTZdsGtUzlRNRlcTt7sxSvG8NgHaa,女,2004-04-01,通信工程,5,2021002,2023,2023002005,2023-09-01,active,2023022050@bupt.edu.cn,13893832246,2025-12-09 17:38:45,2025-12-09 17:38:45
2023022053,王磊,$2b$12$fcccDhnLU3tkPz7WGo5x3.S8G6jawAg4xDinTxTpXbEl8AxGTcEDC,男,2003-06-11,通信工程,5,2021002,2023,2023002006,2023-09-01,active,2023022053@bupt.edu.cn,14233439940,2025-12-09 17:38:45,2025-12-09 17:38:45
2023022056,张博,$2b$12$a2v2erENuvhjtJ2sf0ceheZo284hbJoX2vw2ihWMiP4M/kKQfn0.S,女,2001-03-09,通信工程,5,2021002,2023,2023002006,2023-09-01,active,2023022056@bupt.edu.cn,14295703525,2025-12-09 17:38:45,2025-12-09 17:38:45
2023022059,龙涛,$2b$12$mwuTfHy0.6WbGGTf3ARQbevbcLpcOK20.HQLUYSEbeCl2OigKzHmi,男,2005-06-23,通信工程,5,2021002,2023,2023002006,2023-09-01,active,2023022059@bupt.edu.cn,14841201691,2025-12-09 17:38:45,2025-12-09 17:38:45
2023022062,马凯,$2b$12$sXuNNpY..QQdv2.ScKvQa.LH1v7BR7Mu3Si7n.XnfkH92bjF7.G0C,男,2006-07-09,通信工程,5,2021002,2023,2023002007,2023-09-01,active,2023022062@bupt.edu.cn,13137755795,2025-12-09 17:38:45,2025-12-09 17:38:45
2023022065,严芳,$2b$12$nIld5NqtmI0cmeob1a1e1O03Tgb6ASBWDl2mVC9xQX6eknazeA2/u,男,2002-01-16,通信工程,5,2021002,2023,2023002007,2023-09-01,active,2023022065@bupt.edu.cn,19133105849,2025-12-09 17:38:45,2025-12-09 17:38:45
2023022068,李桂英,$2b$12$LVRBR2UG.Z7tpbcGYYAv8ucOVJETE3EmGKG/x9ZepZBU6ya1WmZZi,女,2002-02-19,通信工程,5,2021002,2023,2023002007,2023-09-01,active,2023022068@bupt.edu.cn,19221488254,2025-12-09 17:38:45,2025-12-09 17:38:45
2023022071,张峰,$2b$12$KRujtBduNvAzSQ6B1qgAuePnvXys1T9dBZgakn38bciciKFJhc1W.,男,2004-01-29,通信工程,5,2021002,2023,2023002008,2023-09-01,active,2023022071@bupt.edu.cn,15972890839,2025-12-09 17:38:45,2025-12-09 17:38:45
2023022074,孙文,$2b$12$TL3negubfqlEA3dH81RoKeSBCKgQtxZlyg0zskEXiysXTrFmzCeqC,男,2003-07-10,通信工程,5,2021002,2023,2023002008,2023-09-01,active,2023022074@bupt.edu.cn,14208126041,2025-12-09 17:38:45,2025-12-09 17:38:45
2023022077,袁宇,$2b$12$JsjH5.9WD/7po5Au7M8Ai.hMJxzvgvepGHeBFcOxA.7agve6T1OeS,女,2003-01-21,通信工程,5,2021002,2023,2023002008,2023-09-01,active,2023022077@bupt.edu.cn,15651457850,2025-12-09 17:38:45,2025-12-09 17:38:45
2023022080,蒋斌,$2b$12$P6t6A47oFtuhbvNjZ94Ug.GBUEVUZHN25zx9YK1ZFhgFfkE1mfvaC,男,2001-09-06,通信工程,5,2021002,2023,2023002008,2023-09-01,active,2023022080@bupt.edu.cn,19867481812,2025-12-09 17:38:45,2025-12-09 17:38:45
2023022083,张秀华,$2b$12$r/O1uDa12EhgkPOPcr9n0O3tYSBdig7VAbMnRMDPnSIkABBJ0QZQG,男,2003-02-05,通信工程,5,2021002,2023,2023002009,2023-09-01,active,2023022083@bupt.edu.cn,16107375194,2025-12-09 17:38:45,2025-12-09 17:38:45
2023022086,陈秀云,$2b$12$h6r5u0MuprHX2lzamHXjLuKllUQbIxwPCUMYp0itvLqeGEbfARhQW,男,2002-10-18,通信工程,5,2021002,2023,2023002009,2023-09-01,active,2023022086@bupt.edu.cn,19685696508,2025-12-09 17:38:45,2025-12-09 17:38:45
2023022089,梁杨,$2b$12$gTavKcuMgdBfgXTsbCPmjOhwP5hEsf/lMJ.3D.Z9jQABlLCPNY7Qa,男,2004-03-18,通信工程,5,2021002,2023,2023002009,2023-09-01,active,2023022089@bupt.edu.cn,14959642956,2025-12-09 17:38:45,2025-12-09 17:38:45
2023022092,萧洁,$2b$12$ldPcWb//zAYOaAF.xadyJ.2sDfsBViaEglf/eWrhBlzbqKKymXv1m,男,2001-12-19,通信工程,5,2021002,2023,2023002010,2023-09-01,active,2023022092@bupt.edu.cn,17772407486,2025-12-09 17:38:45,2025-12-09 17:38:45
2023022095,黄金凤,$2b$12$hCO4U657vysHaMAlx/ugVev98A.8Fb4XXDnZHnRDAuhziCOB1sN3i,男,2004-12-21,通信工程,5,2021002,2023,2023002010,2023-09-01,active,2023022095@bupt.edu.cn,13225555793,2025-12-09 17:38:45,2025-12-09 17:38:45
2023022098,徐岩,$2b$12$rKTs3Yi5/zLAheAAYGlMAeo.OInNqEs1ii8Njw2ANArYtrO3z42KC,男,2003-02-09,通信工程,5,2021002,2023,2023002010,2023-09-01,active,2023022098@bupt.edu.cn,16669557869,2025-12-09 17:38:45,2025-12-09 17:38:45
2023022101,张帆,$2b$12$oKfOn5dr2LmLvpME/U0myuFLXpEjX84i/i72fpQrRhf0lrjw25K1O,男,2003-12-16,通信工程,5,2021002,2023,2023002011,2023-09-01,active,2023022101@bupt.edu.cn,16617706667,2025-12-09 17:38:45,2025-12-09 17:38:45
2023022104,刘玉珍,$2b$12$C6h3ZsuBbRxHnOT6V8F0.eQZzTdTbGuqoLp/T4t82E0G34gd9Famy,男,2003-01-06,通信工程,5,2021002,2023,2023002011,2023-09-01,active,2023022104@bupt.edu.cn,19989880496,2025-12-09 17:38:45,2025-12-09 17:38:45
2023022107,周秀梅,$2b$12$DjQanuD0sVxxKVbRtV3qJ.jjmTgKcC/wQVlQXz9p5PIvjpSSpxf6S,女,2002-12-04,通信工程,5,2021002,2023,2023002011,2023-09-01,active,2023022107@bupt.edu.cn,16805064497,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023003,杨淑兰,$2b$12$KIK6c.vJhCeRpb1LZQSAROUOWWNKbnqB.N5g2KNcms69BfARlJnwe,男,2002-10-23,空间信息与数字技术,6,2021002,2023,2023002001,2023-09-01,active,2023023003@bupt.edu.cn,17677107943,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023006,赵俊,$2b$12$ywHhS7R3KEfSmY9gYjf4FeMCygV.ORwjIQKLwu4igXujWe8xU45ei,女,2002-06-29,空间信息与数字技术,6,2021002,2023,2023002001,2023-09-01,active,2023023006@bupt.edu.cn,19423826827,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023009,郭文,$2b$12$vHp2AtFIZp22tc4lq/dtCOLmSt9iL4htPuQpoyg77Ow//k2yVwuNK,女,2004-03-04,空间信息与数字技术,6,2021002,2023,2023002001,2023-09-01,active,2023023009@bupt.edu.cn,18734000652,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023012,郑红梅,$2b$12$0Vxk9Gw5alviP3mja8hA5ubUhfrONnCE7uogiY630gjQRwjjMbFyK,男,2004-12-19,空间信息与数字技术,6,2021002,2023,2023002002,2023-09-01,active,2023023012@bupt.edu.cn,15970150086,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023015,吴浩,$2b$12$Em1vn21sIPptGxGnh8AoxOLNyiPAxr2CLJknQwfZELnMPAnOcFSki,男,2004-06-12,空间信息与数字技术,6,2021002,2023,2023002002,2023-09-01,active,2023023015@bupt.edu.cn,13460418001,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023018,解凤兰,$2b$12$LTV7r3Bgnb8VyQnS6ni0d.r2OI.XjvJT08tKzXOO5WhHOSEMBIuHm,女,2004-07-03,空间信息与数字技术,6,2021002,2023,2023002002,2023-09-01,active,2023023018@bupt.edu.cn,14351096336,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023021,沈海燕,$2b$12$KiCO/JVs7Eao3c7R/ihycu/8.vITNeXONQbaQKHzBmT8xP3KtjGWS,女,2004-01-20,空间信息与数字技术,6,2021002,2023,2023002003,2023-09-01,active,2023023021@bupt.edu.cn,16011897033,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023024,王萍,$2b$12$3KfE.UIzMqoAXz66xj5xXOy.6ZBKqUNS/dnf2acreGdOovYBXDEsC,女,2003-09-09,空间信息与数字技术,6,2021002,2023,2023002003,2023-09-01,active,2023023024@bupt.edu.cn,15192116476,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023027,姚欢,$2b$12$Me3RKhUiQwksLxu8RMDNquuCicgzzAfYDZ1PehG1B8XWGnLK6r2Wq,男,2002-12-10,空间信息与数字技术,6,2021002,2023,2023002003,2023-09-01,active,2023023027@bupt.edu.cn,18380690271,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023030,杨华,$2b$12$5vJLHrP8AjttPJ9pR7vNWuN2wzo2rREqhaK7G6YT08nbSjBx0I.GG,女,2004-11-30,空间信息与数字技术,6,2021002,2023,2023002003,2023-09-01,active,2023023030@bupt.edu.cn,19766002595,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023033,陈桂芳,$2b$12$OEBCshcqhZrzZpvtMcTPfeYtMGLuIvP8tevnroUfK3yUhfMpm.b8G,女,2002-01-30,空间信息与数字技术,6,2021002,2023,2023002004,2023-09-01,active,2023023033@bupt.edu.cn,18025255354,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023036,李秀荣,$2b$12$2X/x4b9PgogDPN7mZShQPO2ZvDqqO29WBu8UhgSx9HpJzHEIPkrf6,男,2003-12-03,空间信息与数字技术,6,2021002,2023,2023002004,2023-09-01,active,2023023036@bupt.edu.cn,15996775799,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023039,何欢,$2b$12$BHIVJZIKMI.nDDc.yMv9bu/T86r3lsLeto.UeM04eU56Np0SZbWxi,男,2003-12-27,空间信息与数字技术,6,2021002,2023,2023002004,2023-09-01,active,2023023039@bupt.edu.cn,19962602304,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023042,农冬梅,$2b$12$vDRM.wWMiI8wmuoVIFxakOdHN1yh3.Ncj0vfvLe1twZDmUlINeeNu,女,2004-09-04,空间信息与数字技术,6,2021002,2023,2023002005,2023-09-01,active,2023023042@bupt.edu.cn,13341798956,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023045,左凯,$2b$12$27A4.jDm6PkJvC0w2bvAxu9JTkgwkajo8uLgDdP.imUHtLQYd/KO6,女,2002-04-27,空间信息与数字技术,6,2021002,2023,2023002005,2023-09-01,active,2023023045@bupt.edu.cn,16607948680,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023048,刘玉英,$2b$12$QmSSFLsUCjoIbnLDZZu8JupDQ/kevgRV5qHCfff84vWlF3ZSprQnO,男,2001-02-20,空间信息与数字技术,6,2021002,2023,2023002005,2023-09-01,active,2023023048@bupt.edu.cn,13494857194,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023051,黄利,$2b$12$IqSG4ftNZ4iEg/p5ChYVt.s3LeNFaNlqhwTvj8nmmuRyqwqhbe5iq,女,2003-10-29,空间信息与数字技术,6,2021002,2023,2023002006,2023-09-01,active,2023023051@bupt.edu.cn,13496287019,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023054,谭萍,$2b$12$BYt0ITsTjbxvrLs.fgGX1.7LnsbGNytbgR6EQ5gXgmU9pp2Di8Goa,男,2002-10-09,空间信息与数字技术,6,2021002,2023,2023002006,2023-09-01,active,2023023054@bupt.edu.cn,18116206515,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023057,谢凤英,$2b$12$UnIBcQ2/hPDLHyn0NDIXz.XZx5boGJCO2vijKcgiUGXjcrKw7hrrq,女,2003-02-09,空间信息与数字技术,6,2021002,2023,2023002006,2023-09-01,active,2023023057@bupt.edu.cn,16933349269,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023060,赵建华,$2b$12$vHl49oyo7mhElcOR.dgGIu.cI1fUORDSG8tguKx45h77NSWwfXluS,男,2003-07-19,空间信息与数字技术,6,2021002,2023,2023002006,2023-09-01,active,2023023060@bupt.edu.cn,17139200497,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023063,吴璐,$2b$12$2dUV0yx0fv4K9ZFMW/qHfO43jFMAE8pYItJYABMrDfqZG97qyA6KW,女,2004-02-19,空间信息与数字技术,6,2021002,2023,2023002007,2023-09-01,active,2023023063@bupt.edu.cn,15366601074,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023066,王秀荣,$2b$12$CRJzHP5fvNvhxzAwYP91xufDmPfTdyXGwFvNL.jX9VXUFVy3C3dt.,男,2003-04-05,空间信息与数字技术,6,2021002,2023,2023002007,2023-09-01,active,2023023066@bupt.edu.cn,18900845288,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023069,刘桂英,$2b$12$dNQ.wAHL8RHkdTmHUfQGuOAqheXCiLVk/6cJ5bR//iUlJw29ty8vm,男,2006-02-07,空间信息与数字技术,6,2021002,2023,2023002007,2023-09-01,active,2023023069@bupt.edu.cn,13438076005,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023072,凌琳,$2b$12$ygkWu5D4WqhsU6.SXRLOe.VrEnCwAO3Z5gqWuF6qBXd1mE0GxY6da,女,2002-02-12,空间信息与数字技术,6,2021002,2023,2023002008,2023-09-01,active,2023023072@bupt.edu.cn,13502155537,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023075,刘云,$2b$12$dtoUQCA/92mVvVU5LtzNDO8dqCDjAJagToE7vAqjlDwUuG/KhVag.,男,2001-08-29,空间信息与数字技术,6,2021002,2023,2023002008,2023-09-01,active,2023023075@bupt.edu.cn,13589012054,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023078,祝丽华,$2b$12$a/cQRjVH8TYOZ7fV9N1JzeZ6ZE9N/Z0jBedeaFwEgQPVQOZ94LA.e,女,2004-01-08,空间信息与数字技术,6,2021002,2023,2023002008,2023-09-01,active,2023023078@bupt.edu.cn,14882447202,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023081,康秀英,$2b$12$r/HZhXZilwPYjXE4FUTmKecbW5EdGfVDWFl9eC7TylxN5i/KScPDO,女,2002-03-27,空间信息与数字技术,6,2021002,2023,2023002009,2023-09-01,active,2023023081@bupt.edu.cn,18661346290,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023084,龙勇,$2b$12$1/B7mBkN9woJ8QZ4FQQzA.8LaOOPk1uK2F1xbl38KDkCGUq8s06j2,男,2003-10-28,空间信息与数字技术,6,2021002,2023,2023002009,2023-09-01,active,2023023084@bupt.edu.cn,19826666746,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023087,黄娟,$2b$12$Zvqo5YTZ093gEQ9dqHTOMO1xc1S5NYQlv4vSMgmFHPr/ixGrIuSNe,女,2004-04-12,空间信息与数字技术,6,2021002,2023,2023002009,2023-09-01,active,2023023087@bupt.edu.cn,14682750809,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023090,陈红霞,$2b$12$D4Bc8fdq8Lefs99cRwhfjeSQ7Lxq5/Ek8hBoW9RwLcxm8iZumn5S2,男,2002-05-02,空间信息与数字技术,6,2021002,2023,2023002009,2023-09-01,active,2023023090@bupt.edu.cn,13528368037,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023093,佟健,$2b$12$T8ZraPzUMzGe6f/KbfcieOoSmzkhFh2kfjFN8c4EeRnpkZrFsStxy,女,2003-07-03,空间信息与数字技术,6,2021002,2023,2023002010,2023-09-01,active,2023023093@bupt.edu.cn,19745675153,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023096,杨玉,$2b$12$bqKgjUvRt/wOjhPtTcS.3.MS7u7XJJPPJjFPRid0D5XSYs0r.3kZa,女,2003-12-16,空间信息与数字技术,6,2021002,2023,2023002010,2023-09-01,active,2023023096@bupt.edu.cn,17323471726,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023099,胡俊,$2b$12$FSEP9MucVTPK7h5.OSPhhOGu75E8TmC5lHWknNsPp76PolkBvASxu,男,2001-07-09,空间信息与数字技术,6,2021002,2023,2023002010,2023-09-01,active,2023023099@bupt.edu.cn,18521655674,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023102,马伟,$2b$12$SVZlT.sH45trG/E0XI6xi.PGFAJAtVq5vHz89S6OLfyU8PsrRpi3y,女,2003-06-02,空间信息与数字技术,6,2021002,2023,2023002011,2023-09-01,active,2023023102@bupt.edu.cn,19797187952,2025-12-09 17:38:45,2025-12-09 17:38:45
2023023105,周慧,$2b$12$3/t0t9r4BX9hm5JxmQb3vuUPqp4jHZ7NfEE3fkDAHCZwj/YrMbkhW,女,2004-12-12,空间信息与数字技术,6,2021002,2023,2023002011,2023-09-01,active,2023023105@bupt.edu.cn,16693234498,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031001,童平,$2b$12$Avkt8Q0Jkt/BtoUopeJPiejZRFCV6BjvAd4XzQAJHPnAkMp8aDATi,男,2003-06-04,网络空间安全,7,2021003,2023,2023003001,2023-09-01,active,2023031001@bupt.edu.cn,14789624165,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031004,陈建华,$2b$12$TDLgyaitEVCDr2Ailarx2OzmajKuRYINbJLHt2FC8qMLQ1pvJ6uWy,女,2005-09-21,网络空间安全,7,2021003,2023,2023003001,2023-09-01,active,2023031004@bupt.edu.cn,15524927590,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031007,黄金凤,$2b$12$QgbjQStFnVQK3YamR/AqvOXaGM.w5WJJ8ZR9j4hY4V.KxMUwTmXdq,男,2003-09-21,网络空间安全,7,2021003,2023,2023003001,2023-09-01,active,2023031007@bupt.edu.cn,19623316691,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031010,何雷,$2b$12$1PyX8J68b585Q8xBmCquu.kEDhOb3TtfkbBVi8Ny630hBbj0FR2PK,女,2003-02-05,网络空间安全,7,2021003,2023,2023003001,2023-09-01,active,2023031010@bupt.edu.cn,19990836838,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031013,张兰英,$2b$12$pIA860iSgRI5lDIiTTN9bu5jCAOchQr4qQRk6epZa315sVKRzjidS,女,2003-08-14,网络空间安全,7,2021003,2023,2023003002,2023-09-01,active,2023031013@bupt.edu.cn,13685902720,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031016,石丽娟,$2b$12$H8cpjIWtjSGECVcC9qKlD.iE5w/iCfbXmy7YoxwQ3gGwvb1a4sYrS,男,2002-03-09,网络空间安全,7,2021003,2023,2023003002,2023-09-01,active,2023031016@bupt.edu.cn,13276681879,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031019,公红霞,$2b$12$08ZvaX7RH/jeQhGdnK0.mOwQ7r0KrLKmbpqNhZ1HnsFovTMAZ1QMi,男,2002-01-05,网络空间安全,7,2021003,2023,2023003002,2023-09-01,active,2023031019@bupt.edu.cn,16557127427,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031022,叶俊,$2b$12$JXWjvrvEcPQe8XaKEHKlRuEQMmVR3wm95yGx9ps689VpzrVQaKvsm,女,2001-09-20,网络空间安全,7,2021003,2023,2023003003,2023-09-01,active,2023031022@bupt.edu.cn,19398782858,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031025,罗磊,$2b$12$gzQ9NL5LBLZlQ44ZfsBDFO4k//xU4FCOHO6rGYARw98oLEAGNgtQi,女,2002-09-13,网络空间安全,7,2021003,2023,2023003003,2023-09-01,active,2023031025@bupt.edu.cn,16668096917,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031028,史坤,$2b$12$Nkwij.01j1DoKxDMPlSed.WBLBpz2mFm33ZWRaLti7hvbvG.inqTG,女,2004-01-30,网络空间安全,7,2021003,2023,2023003003,2023-09-01,active,2023031028@bupt.edu.cn,13140038926,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031031,李瑞,$2b$12$cyL4GwOkZBCtrWyYCMlTdOJrgIYTNMxepI5Dq0FXd5/AbBbillN3a,女,2006-01-02,网络空间安全,7,2021003,2023,2023003004,2023-09-01,active,2023031031@bupt.edu.cn,17318847571,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031034,赵倩,$2b$12$UT57/VYHvxuPWjLy5hSmCuqofM6gvQnJaDjaM3.zXODw/a/oDcUyi,男,2003-07-29,网络空间安全,7,2021003,2023,2023003004,2023-09-01,active,2023031034@bupt.edu.cn,16989295712,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031037,杨丹丹,$2b$12$CsIpTXdyUsRh2B.rl5H.l.FbLSZYiNIDqavlltgrCYUYqcC7DRbZm,男,2003-11-27,网络空间安全,7,2021003,2023,2023003004,2023-09-01,active,2023031037@bupt.edu.cn,13319881703,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031040,徐雪,$2b$12$YcAfozOz.TTVTTVCAJ9u0uJD/RCtU/6eXLky1l0ZI.dHyoNYKnkAC,女,2003-10-10,网络空间安全,7,2021003,2023,2023003004,2023-09-01,active,2023031040@bupt.edu.cn,17349433054,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031043,雷俊,$2b$12$sOLMki/KivzGKLQlSRD0uOtE4ZwWWei1.P5Jj4LVoy9fJESHG/1Vu,男,2003-07-16,网络空间安全,7,2021003,2023,2023003005,2023-09-01,active,2023031043@bupt.edu.cn,14685016032,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031046,杨荣,$2b$12$JygfDx5DUkzmVU5YNO2BX.A706NA6XW0W.WOQ92KvY4JuAIyDhYVC,男,2004-03-28,网络空间安全,7,2021003,2023,2023003005,2023-09-01,active,2023031046@bupt.edu.cn,19275176497,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031049,赵飞,$2b$12$dCwsGQIkzOVH/IttUUULAOE3lNvQCFdZVFxR/EBTNTipG1oDmnVJe,男,2004-07-30,网络空间安全,7,2021003,2023,2023003005,2023-09-01,active,2023031049@bupt.edu.cn,15730806423,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031052,张凯,$2b$12$.v.iUdmaGDIhXhCUS815nuv.LBjNJAnfrmCIZ2uN9X79RUf4fGnEK,女,2003-10-23,网络空间安全,7,2021003,2023,2023003006,2023-09-01,active,2023031052@bupt.edu.cn,14196608688,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031055,叶斌,$2b$12$6q8YVAq6SJT08eMmlyaaq.pIUQhDdXxXSbkL8yzvqv1zeBTXNfRNC,女,2002-10-18,网络空间安全,7,2021003,2023,2023003006,2023-09-01,active,2023031055@bupt.edu.cn,19062489895,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031058,陈峰,$2b$12$uUHW83YTmGrIJV.mPcPFRuQwlFuvWqByMumVYTMmUG4Ngsv/7fl7O,男,2003-05-08,网络空间安全,7,2021003,2023,2023003006,2023-09-01,active,2023031058@bupt.edu.cn,15070727820,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031061,汪秀荣,$2b$12$ItCNHWaczb4bfH/4LhFKquLaLQ2jzCDDi.RCYmJB8wmAFktDN5tjy,女,2003-08-02,网络空间安全,7,2021003,2023,2023003007,2023-09-01,active,2023031061@bupt.edu.cn,18131307436,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031064,傅林,$2b$12$/FO19HTwYHKSMm/a9iRm2eSIp57rYAOteJJXgE6aH8w9irjh2cHci,女,2004-03-08,网络空间安全,7,2021003,2023,2023003007,2023-09-01,active,2023031064@bupt.edu.cn,18935026209,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031067,周丽丽,$2b$12$CNx1/yv/uddrhK.dk/h5BuKNOV3IXn3KYtHChuC0nTAcKm/lWg6RS,女,2004-05-17,网络空间安全,7,2021003,2023,2023003007,2023-09-01,active,2023031067@bupt.edu.cn,15546770606,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031070,马建华,$2b$12$9aoNfRodRJSRtWtI0AHqm.4hbUq22Kv4DIgJoBc65qVX3ZMAv1CYC,女,2003-06-10,网络空间安全,7,2021003,2023,2023003007,2023-09-01,active,2023031070@bupt.edu.cn,13570948586,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031073,黄浩,$2b$12$xWkCbDIGkRuYw3nJ6.01gufEfZWknZpjaWpYYyU2mm6Jo7pzDyW9S,女,2002-09-30,网络空间安全,7,2021003,2023,2023003008,2023-09-01,active,2023031073@bupt.edu.cn,14011014220,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031076,陈雪,$2b$12$oMKvDhyUbUVLys/LEZjCG.gQR8ZbioABqfeeERczIQs1gUFtE/wS2,女,2003-11-12,网络空间安全,7,2021003,2023,2023003008,2023-09-01,active,2023031076@bupt.edu.cn,15045495111,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031079,黄冬梅,$2b$12$T3i4JEVw0AJIJqPcWw/A.ukW1/zL9M.uzMVyzb4LEWi20rYpuTyNO,男,2003-02-16,网络空间安全,7,2021003,2023,2023003008,2023-09-01,active,2023031079@bupt.edu.cn,18961725679,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031082,刘小红,$2b$12$qaHKnsP/1GQCFWLt5n9.L.DOSOcO00681tGT9lnwxBdU3VtE6iR1S,男,2003-03-19,网络空间安全,7,2021003,2023,2023003009,2023-09-01,active,2023031082@bupt.edu.cn,16992416099,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031085,陈兵,$2b$12$z.z/4If8LVL45XdM5ixFFuxZfs13PmrSCn4laZqE/KJSwAGdxxLPe,女,2002-12-16,网络空间安全,7,2021003,2023,2023003009,2023-09-01,active,2023031085@bupt.edu.cn,15055785155,2025-12-09 17:38:45,2025-12-09 17:38:45
2023031088,任俊,$2b$12$yDm74/y/WtMZc3SuP.lgbOnzuKlX0r.dPzzpANuU.bpDMGm96NhCW,男,2003-04-21,网络空间安全,7,2021003,2023,2023003009,2023-09-01,active,2023031088@bupt.edu.cn,18344981658,2025-12-09 17:38:45,2025-12-09 17:38:45
